序號,答案
20240117090001,77.05475
20240117091001,106.25625
20240117092001,131.63338
20240117093001,73.204056
20240117094001,57.58048
20240117095001,43.413033
20240117100001,61.499065
20240117101001,75.628006
20240117102001,97.18481
20240117103001,105.268456
20240117104001,99.7709
20240117105001,130.61288
20240117110001,138.2092
20240117111001,209.62921
20240117112001,184.26662
20240117113001,149.72177
20240117114001,82.167946
20240117115001,69.064285
20240117120001,73.740295
20240117121001,109.88857
20240117122001,135.27592
20240117123001,190.79866
20240117124001,478.41956
20240117125001,421.2839
20240117130001,253.13966
20240117131001,246.33076
20240117132001,357.1907
20240117133001,778.59375
20240117134001,1040.6335
20240117135001,1033.5552
20240117140001,606.86945
20240117141001,1340.575
20240117142001,541.65076
20240117143001,272.57758
20240117144001,974.2653
20240117145001,1358.8275
20240117150001,1057.2557
20240117151001,305.3766
20240117152001,63.544643
20240117153001,32.530354
20240117154001,31.786161
20240117155001,78.23755
20240117160001,50.08187
20240117161001,17.592236
20240117162001,11.724664
20240117163001,8.850429
20240117164001,6.749838
20240117165001,4.782029
20240119090001,217.1643
20240119091001,201.78313
20240119092001,211.92387
20240119093001,219.58943
20240119094001,249.04982
20240119095001,288.53625
20240119100001,302.37552
20240119101001,286.30035
20240119102001,327.97702
20240119103001,823.5895
20240119104001,948.61725
20240119105001,802.78577
20240119110001,682.41364
20240119111001,1075.0416
20240119112001,821.9064
20240119113001,1053.059
20240119114001,1029.0417
20240119115001,1012.8189
20240119120001,993.3216
20240119121001,546.5734
20240119122001,630.188
20240119123001,804.9332
20240119124001,564.3248
20240119125001,1077.1421
20240119130001,888.8388
20240119131001,410.12387
20240119132001,845.7839
20240119133001,388.1275
20240119134001,291.16504
20240119135001,262.9795
20240119140001,658.7056
20240119141001,302.33896
20240119142001,633.67163
20240119143001,199.44138
20240119144001,569.0757
20240119145001,165.7147
20240119150001,75.15605
20240119151001,60.876057
20240119152001,53.517845
20240119153001,43.11139
20240119154001,41.971455
20240119155001,37.60794
20240119160001,34.29034
20240119161001,27.654385
20240119162001,17.811367
20240119163001,13.005959
20240119164001,10.21716
20240119165001,6.882071
20240224090001,75.95465
20240224091001,86.71428
20240224092001,68.72727
20240224093001,60.430042
20240224094001,59.17827
20240224095001,155.03241
20240224100001,120.29778
20240224101001,141.71779
20240224102001,120.49073
20240224103001,181.55545
20240224104001,82.31039
20240224105001,61.757343
20240224110001,57.009747
20240224111001,56.89953
20240224112001,66.156265
20240224113001,71.51148
20240224114001,62.00801
20240224115001,55.579254
20240224120001,57.89955
20240224121001,69.7087
20240224122001,47.61456
20240224123001,53.7282
20240224124001,55.555294
20240224125001,51.117393
20240224130001,41.03032
20240224131001,29.485764
20240224132001,29.5133
20240224133001,30.94116
20240224134001,38.25336
20240224135001,38.29546
20240224140001,29.05777
20240224141001,24.080862
20240224142001,12.941798
20240224143001,7.4820566
20240224144001,5.922377
20240224145001,6.632109
20240224150001,8.220043
20240224151001,8.524922
20240224152001,6.9242296
20240224153001,4.9786677
20240224154001,3.529763
20240224155001,1.9224939
20240224160001,0.61094505
20240224161001,0.0
20240224162001,0.0
20240224163001,0.0
20240224164001,0.18397887
20240224165001,0.18534544
20240226090001,38.434753
20240226091001,47.145893
20240226092001,52.04145
20240226093001,51.921146
20240226094001,55.01422
20240226095001,65.67847
20240226100001,55.052788
20240226101001,61.504883
20240226102001,74.87188
20240226103001,72.70135
20240226104001,79.994095
20240226105001,103.99118
20240226110001,94.62166
20240226111001,86.44702
20240226112001,71.35306
20240226113001,41.42671
20240226114001,30.450525
20240226115001,31.163296
20240226120001,32.550648
20240226121001,24.077461
20240226122001,19.040833
20240226123001,26.80047
20240226124001,27.328829
20240226125001,24.198374
20240226130001,28.621
20240226131001,39.793167
20240226132001,40.22717
20240226133001,37.398746
20240226134001,35.02783
20240226135001,24.318111
20240226140001,16.728447
20240226141001,13.2990885
20240226142001,13.617158
20240226143001,13.628087
20240226144001,11.935031
20240226145001,10.700691
20240226150001,10.871654
20240226151001,11.176755
20240226152001,10.621136
20240226153001,9.056697
20240226154001,8.042038
20240226155001,6.854573
20240226160001,4.3755326
20240226161001,2.2897933
20240226162001,1.0327948
20240226163001,0.74881583
20240226164001,1.1721563
20240226165001,0.12505086
20240327090001,101.32073
20240327091001,105.73512
20240327092001,107.63438
20240327093001,137.9938
20240327094001,208.13986
20240327095001,290.31665
20240327100001,379.1386
20240327101001,481.48352
20240327102001,561.7362
20240327103001,547.02954
20240327104001,779.2269
20240327105001,761.61505
20240327110001,614.103
20240327111001,602.87897
20240327112001,597.3441
20240327113001,462.0265
20240327114001,317.12387
20240327115001,244.03142
20240327120001,226.02092
20240327121001,160.40831
20240327122001,149.23737
20240327123001,140.75604
20240327124001,128.35031
20240327125001,110.94112
20240327130001,117.70561
20240327131001,75.45713
20240327132001,48.420586
20240327133001,37.59115
20240327134001,24.959234
20240327135001,18.678291
20240327140001,13.83513
20240327141001,14.093629
20240327142001,17.380678
20240327143001,22.529135
20240327144001,20.243244
20240327145001,21.853811
20240327150001,16.826687
20240327151001,14.352549
20240327152001,13.648647
20240327153001,12.508427
20240327154001,12.068976
20240327155001,11.403564
20240327160001,11.253673
20240327161001,10.880697
20240327162001,11.348474
20240327163001,10.662234
20240327164001,8.763515
20240327165001,6.4701285
20240329090001,9.892913
20240329091001,6.347104
20240329092001,7.715655
20240329093001,7.5239015
20240329094001,6.484226
20240329095001,5.3478813
20240329100001,5.213352
20240329101001,5.6693444
20240329102001,5.5758
20240329103001,5.9070616
20240329104001,5.802908
20240329105001,6.758597
20240329110001,7.4827323
20240329111001,6.2481008
20240329112001,5.648714
20240329113001,6.8747125
20240329114001,9.021555
20240329115001,14.7979965
20240329120001,21.544268
20240329121001,27.146662
20240329122001,24.054922
20240329123001,14.287363
20240329124001,12.018513
20240329125001,12.735388
20240329130001,14.027655
20240329131001,11.274362
20240329132001,10.194771
20240329133001,11.411712
20240329134001,17.923058
20240329135001,16.707687
20240329140001,15.815976
20240329141001,16.50714
20240329142001,18.017328
20240329143001,21.281271
20240329144001,19.03328
20240329145001,15.58422
20240329150001,17.278484
20240329151001,16.284546
20240329152001,12.057985
20240329153001,9.337978
20240329154001,7.2805943
20240329155001,6.46782
20240329160001,6.221186
20240329161001,6.066412
20240329162001,5.4107003
20240329163001,3.818024
20240329164001,2.661771
20240329165001,1.2861736
20240428090001,146.66425
20240428091001,224.51213
20240428092001,110.818634
20240428093001,44.22904
20240428094001,28.070726
20240428095001,23.890484
20240428100001,32.819454
20240428101001,83.687035
20240428102001,253.07222
20240428103001,322.16815
20240428104001,708.5247
20240428105001,498.27643
20240428110001,665.9783
20240428111001,801.9026
20240428112001,806.3719
20240428113001,320.9444
20240428114001,274.75653
20240428115001,280.3342
20240428120001,334.68204
20240428121001,336.97775
20240428122001,237.59296
20240428123001,243.95604
20240428124001,225.2367
20240428125001,128.78667
20240428130001,91.09613
20240428131001,78.843185
20240428132001,71.515305
20240428133001,58.19616
20240428134001,47.093338
20240428135001,44.45467
20240428140001,38.042862
20240428141001,38.272846
20240428142001,44.87229
20240428143001,89.76005
20240428144001,139.70091
20240428145001,127.63484
20240428150001,166.50873
20240428151001,305.23254
20240428152001,185.38756
20240428153001,108.10521
20240428154001,95.80328
20240428155001,110.784096
20240428160001,128.05614
20240428161001,75.47104
20240428162001,35.93918
20240428163001,26.390192
20240428164001,22.710632
20240428165001,20.378906
20240430090001,804.18506
20240430091001,870.09094
20240430092001,941.10455
20240430093001,997.87683
20240430094001,999.4565
20240430095001,972.3545
20240430100001,934.767
20240430101001,712.7197
20240430102001,1042.283
20240430103001,1177.044
20240430104001,1191.4489
20240430105001,1151.9803
20240430110001,1211.4358
20240430111001,1214.3568
20240430112001,1344.3257
20240430113001,1402.413
20240430114001,1428.0165
20240430115001,1373.9943
20240430120001,906.4001
20240430121001,1351.7256
20240430122001,1009.0677
20240430123001,1196.5605
20240430124001,1333.9828
20240430125001,927.2759
20240430130001,754.0983
20240430131001,498.48126
20240430132001,703.7964
20240430133001,841.98206
20240430134001,754.75574
20240430135001,675.33307
20240430140001,616.6727
20240430141001,469.58905
20240430142001,274.4525
20240430143001,165.05295
20240430144001,157.5467
20240430145001,204.17525
20240430150001,90.15403
20240430151001,33.750965
20240430152001,49.143635
20240430153001,23.99992
20240430154001,14.784798
20240430155001,7.55821
20240430160001,4.791824
20240430161001,3.9141796
20240430162001,4.221341
20240430163001,5.2176347
20240430164001,5.805222
20240430165001,4.412311
20240515090001,832.2476
20240515091001,938.67303
20240515092001,1000.85504
20240515093001,1051.7915
20240515094001,1101.9609
20240515095001,973.869
20240515100001,937.3518
20240515101001,947.7786
20240515102001,894.9838
20240515103001,848.68463
20240515104001,986.71106
20240515105001,1214.0342
20240515110001,1334.9253
20240515111001,1202.2181
20240515112001,1378.4242
20240515113001,1407.2588
20240515114001,1365.4487
20240515115001,1221.0728
20240515120001,1271.3708
20240515121001,1351.3798
20240515122001,1316.0964
20240515123001,1297.0754
20240515124001,1005.2902
20240515125001,1174.9972
20240515130001,1141.6656
20240515131001,1170.7091
20240515132001,1063.4001
20240515133001,815.3185
20240515134001,431.34006
20240515135001,600.5849
20240515140001,351.54163
20240515141001,183.0814
20240515142001,134.52979
20240515143001,123.51281
20240515144001,102.63085
20240515145001,85.27116
20240515150001,87.057976
20240515151001,65.2066
20240515152001,56.927017
20240515153001,49.31936
20240515154001,37.74461
20240515155001,39.490753
20240515160001,35.379303
20240515161001,28.047403
20240515162001,20.175348
20240515163001,14.009711
20240515164001,10.939514
